Mean Score,Participant Scores,True Label,Predicted Label
_,_,150.0,112.49151
_,_,51.24971,78.16168
_,_,50.0,64.09473
_,_,50.0,63.77522
_,_,50.0,112.77174
_,_,50.0,119.01997
_,_,50.0,73.5842
_,_,50.0,92.02827
_,_,50.0,66.76611
_,_,50.0,119.70662
_,_,50.0,120.918846
_,_,50.0,104.261406
_,_,50.0,103.88959
_,_,50.0,85.04084
_,_,50.0,106.59483
_,_,99.375145,83.42487
_,_,100.0,70.51818
_,_,100.0,70.64465
_,_,100.0,99.94647
_,_,100.0,105.89567
_,_,100.0,130.32825
_,_,100.0,79.40647
_,_,100.0,157.37451
_,_,100.0,72.35841
_,_,100.0,83.44889
_,_,100.0,57.973755
_,_,100.0,70.65291
_,_,98.757614,37.56892
_,_,0.0,106.87316
_,_,0.0,85.719215
_,_,49.375145,88.47526
_,_,50.0,120.36099
_,_,50.0,71.95419
_,_,50.0,57.584053
_,_,50.0,103.527214
_,_,50.0,92.77493
_,_,50.0,57.83582
_,_,50.0,54.47005
_,_,50.0,67.43187
_,_,50.0,106.571556
_,_,50.0,123.09812
_,_,50.0,79.10872
_,_,50.0,81.255806
_,_,50.0,95.66063
_,_,148.75029,74.80974
_,_,150.0,75.66525
_,_,150.0,112.844246
_,_,150.0,121.44549
_,_,150.0,132.93994
_,_,150.0,85.31781
_,_,150.0,114.14806
_,_,150.0,77.589035
_,_,150.0,102.43592
_,_,150.0,90.41683
_,_,100.624855,82.13137
_,_,100.0,126.94689
_,_,100.0,123.177086
_,_,100.0,104.707016
_,_,100.0,74.68234
_,_,100.0,103.17191
_,_,100.0,125.376045
_,_,100.0,71.33035
_,_,100.0,96.62025
_,_,100.0,64.75947
_,_,100.0,95.349724
_,_,100.0,70.18492
_,_,99.37881,90.36022
_,_,50.0,67.8862
_,_,50.0,91.47662
_,_,50.0,102.16158
_,_,50.0,89.3094
_,_,50.0,102.451126
_,_,50.0,90.00432
_,_,50.0,104.18038
_,_,50.0,87.90583
_,_,50.0,117.08464
_,_,50.0,90.47558
_,_,50.0,94.08221
_,_,50.0,132.89395
_,_,50.0,76.99034
